gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaymentMethod,Churn
Male,1,Yes,No,3,No,DSL,No,No,Yes,No,Month-to-month,Mailed check,Yes
Female,0,Yes,No,71,Yes,DSL,No,Yes,Yes,Yes,Two year,Credit card (automatic),No
Female,1,No,No,1,No,DSL,No,No,No,No,Month-to-month,Mailed check,Yes
Female,0,Yes,Yes,58,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Male,0,Yes,Yes,34,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,No
Female,0,No,No,8,Yes,DSL,Yes,No,No,No,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,Yes,Yes,66,No,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Male,1,No,No,12,No,DSL,No,No,No,No,Month-to-month,Credit card (automatic),No
Male,0,No,No,58,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Female,0,Yes,Yes,3,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,1,Yes,No,43,No,DSL,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),Yes
Female,0,No,No,9,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,No
Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Female,0,Yes,Yes,22,Yes,DSL,No,No,Yes,Yes,One year,Bank transfer (automatic),Yes
Male,0,Yes,No,40,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Bank transfer (automatic),No
Female,0,No,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Male,0,Yes,No,54,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,No,No,50,Yes,DSL,No,No,Yes,Yes,Two year,Mailed check,No
Male,0,No,No,1,Yes,DSL,No,No,No,Yes,Month-to-month,Electronic check,No
Female,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Male,0,No,Yes,40,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),No
Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Female,0,No,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),No
Male,0,Yes,No,48,Yes,DSL,No,Yes,No,Yes,One year,Credit card (automatic),No
Female,0,No,No,1,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,64,Yes,DSL,Yes,No,Yes,No,One year,Mailed check,No
Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),No
Male,0,Yes,No,40,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,No
Female,0,Yes,Yes,41,No,DSL,Yes,Yes,No,No,One year,Credit card (automatic),No
Male,1,No,No,51,Yes,Fiber optic,No,No,No,No,One year,Bank transfer (automatic),No
Male,0,Yes,No,41,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,No
Female,0,Yes,Yes,1,Yes,DSL,No,Yes,No,No,Month-to-month,Mailed check,Yes
Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,No,No,68,Yes,Fiber optic,No,Yes,No,No,One year,Credit card (automatic),No
Female,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,0,Yes,No,70,Yes,DSL,Yes,Yes,No,Yes,Two year,Credit card (automatic),No
Male,0,No,No,3,No,DSL,No,No,No,No,Month-to-month,Electronic check,No
Male,0,No,No,2,Yes,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Male,0,Yes,No,3,No,DSL,No,No,No,No,Month-to-month,Credit card (automatic),No
Female,0,No,No,7,Yes,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,No,No,13,Yes,DSL,Yes,No,Yes,Yes,Month-to-month,Electronic check,No
Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,Yes,Yes,12,Yes,DSL,No,No,Yes,No,Month-to-month,Mailed check,No
Male,0,Yes,Yes,53,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,No
Female,0,No,No,12,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,Yes,Yes,63,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,No,No,15,Yes,DSL,Yes,Yes,Yes,Yes,Month-to-month,Mailed check,No
Male,0,Yes,Yes,36,Yes,DSL,Yes,No,No,No,One year,Mailed check,No
Male,1,Yes,No,4,No,DSL,No,Yes,No,No,Month-to-month,Electronic check,No
Female,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,No,No,61,No,DSL,Yes,Yes,No,No,One year,Credit card (automatic),No
Male,0,No,No,16,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,No
Male,0,Yes,Yes,65,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Female,0,Yes,Yes,26,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Male,0,No,No,16,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,No
Female,0,Yes,No,54,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Bank transfer (automatic),Yes
Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,Yes
Male,0,No,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,No,No,19,No,DSL,No,No,No,Yes,Month-to-month,Electronic check,No
Male,0,No,No,10,Yes,DSL,Yes,No,No,No,Month-to-month,Credit card (automatic),No
Female,0,Yes,Yes,23,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,Yes
Male,0,No,No,3,Yes,DSL,No,No,Yes,No,Month-to-month,Mailed check,Yes
Female,0,No,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Male,1,Yes,No,10,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,10,Yes,DSL,No,Yes,No,No,Month-to-month,Mailed check,No
Male,0,Yes,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Female,1,No,No,37,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),Yes
Male,0,Yes,Yes,17,Yes,DSL,Yes,No,No,No,One year,Mailed check,No
Female,0,Yes,Yes,36,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Credit card (automatic),No
Male,1,No,No,17,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Female,1,Yes,Yes,66,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Credit card (automatic),No
Male,0,Yes,Yes,61,Yes,DSL,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),No
Male,0,No,No,22,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Mailed check,No
Male,0,No,No,1,No,DSL,No,No,No,No,Month-to-month,Electronic check,No
Female,0,No,No,6,Yes,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),No
Male,0,No,No,31,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,68,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Female,0,Yes,Yes,34,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,52,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),No
Female,0,No,Yes,10,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,No
Male,0,Yes,Yes,29,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Male,0,Yes,Yes,47,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Male,0,Yes,Yes,24,Yes,DSL,Yes,No,Yes,Yes,One year,Mailed check,No
Male,0,No,No,65,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),No
Female,0,No,No,4,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Mailed check,No
Male,1,Yes,No,12,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,No,No,1,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,Yes
Male,0,No,No,33,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,0,No,No,34,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Female,0,Yes,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,No,No,4,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,Yes
Male,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Female,0,Yes,Yes,65,Yes,DSL,No,No,Yes,Yes,Two year,Bank transfer (automatic),No
Male,0,Yes,Yes,23,Yes,DSL,Yes,No,No,No,One year,Credit card (automatic),No
Male,0,Yes,No,55,Yes,DSL,Yes,Yes,No,No,Two year,Electronic check,No
Male,0,Yes,No,49,Yes,Fiber optic,No,No,Yes,Yes,Two year,Electronic check,No
Male,0,Yes,No,60,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Bank transfer (automatic),No
Female,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),No
Male,0,No,No,40,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,No
Male,0,Yes,No,67,Yes,DSL,Yes,No,No,Yes,Two year,Credit card (automatic),No
Male,1,No,No,35,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,Yes,Yes,19,Yes,Fiber optic,No,No,Yes,Yes,One year,Electronic check,Yes
Female,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,No,Yes,41,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),No
Female,0,No,No,4,No,DSL,Yes,Yes,No,No,Month-to-month,Mailed check,No
Female,0,Yes,Yes,24,Yes,DSL,Yes,No,No,No,Month-to-month,Electronic check,No
Female,0,No,No,5,No,DSL,No,No,Yes,Yes,Month-to-month,Credit card (automatic),No
Female,0,No,No,5,Yes,DSL,No,No,No,Yes,Month-to-month,Electronic check,No
Female,0,Yes,Yes,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,Yes
Female,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),No
Female,0,No,No,24,Yes,DSL,No,Yes,No,No,Month-to-month,Credit card (automatic),No
Female,0,Yes,No,42,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Female,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,No,No,68,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Credit card (automatic),No
Female,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Female,1,No,No,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,0,No,No,31,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,Yes
Female,0,No,No,4,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),Yes
Male,1,Yes,No,69,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Electronic check,No
Male,1,No,No,38,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,No
Female,0,Yes,Yes,3,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,No
Female,0,Yes,Yes,48,Yes,DSL,No,No,Yes,Yes,Two year,Electronic check,No
Female,0,Yes,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,No,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),No
Female,1,No,No,1,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,Yes
Female,0,No,No,48,No,DSL,Yes,No,Yes,No,Month-to-month,Electronic check,No
Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,No
Female,0,No,No,37,Yes,Fiber optic,No,Yes,No,No,One year,Electronic check,No
Male,1,Yes,No,66,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Bank transfer (automatic),No
Female,0,Yes,No,26,No,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),No
Male,0,Yes,No,63,Yes,DSL,Yes,No,Yes,No,One year,Credit card (automatic),No
Male,0,No,No,10,No,DSL,No,Yes,No,No,Month-to-month,Mailed check,Yes
Female,0,No,No,2,Yes,DSL,Yes,No,Yes,Yes,Month-to-month,Electronic check,Yes
Male,1,Yes,No,18,Yes,DSL,Yes,No,No,Yes,Month-to-month,Credit card (automatic),No
Female,0,Yes,No,64,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,1,No,No,9,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,Yes
Female,0,No,Yes,28,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,No,No,1,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,No
Male,0,No,No,4,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,Yes
Male,1,No,No,38,Yes,DSL,No,Yes,Yes,No,One year,Credit card (automatic),Yes
Male,0,Yes,No,66,Yes,Fiber optic,No,Yes,No,Yes,One year,Electronic check,No
Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,No
Female,0,Yes,No,18,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,No
Male,1,No,No,51,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,Yes,Yes,0,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,0,No,No,1,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,Yes
Male,0,No,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Female,0,No,No,41,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,No
Female,0,Yes,Yes,55,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,No,No,7,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,No
Female,0,No,No,12,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,68,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Female,1,No,No,5,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Credit card (automatic),Yes
Female,1,No,No,49,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,No
Male,0,No,No,40,No,DSL,Yes,Yes,Yes,Yes,One year,Credit card (automatic),No
Female,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),No
Male,0,No,No,10,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,Yes
Female,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,No
Female,1,No,No,2,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,No
Male,0,Yes,Yes,23,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,1,No,No,71,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,No
Female,0,Yes,No,11,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,No,No,1,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,Yes
Female,0,No,No,16,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,Yes
Female,0,No,No,1,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Mailed check,Yes
Male,0,Yes,No,12,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),No
Female,0,No,No,54,No,DSL,Yes,No,No,Yes,One year,Bank transfer (automatic),No
Female,0,Yes,No,68,Yes,Fiber optic,No,Yes,No,No,Two year,Credit card (automatic),No
Female,0,Yes,Yes,4,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,Yes
Female,0,No,Yes,1,Yes,DSL,No,Yes,No,Yes,Month-to-month,Electronic check,Yes
Male,0,No,No,27,Yes,DSL,Yes,No,No,No,Month-to-month,Mailed check,No
Male,0,No,No,21,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,No,No,13,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,Yes
Female,1,No,No,64,Yes,DSL,No,Yes,No,Yes,Month-to-month,Credit card (automatic),No
Female,0,No,No,1,Yes,DSL,Yes,No,No,No,Month-to-month,Electronic check,Yes
Male,0,Yes,No,57,No,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Female,0,Yes,No,21,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,No,No,19,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,0,Yes,No,31,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,No
Male,0,No,No,52,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Mailed check,No
Female,0,No,No,46,Yes,Fiber optic,No,Yes,No,Yes,One year,Electronic check,No
Female,1,No,No,11,Yes,DSL,Yes,No,No,No,Month-to-month,Electronic check,No
Female,0,Yes,Yes,53,No,DSL,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),No
Female,0,Yes,Yes,11,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,Yes
Male,1,No,No,57,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),No
Female,1,No,No,2,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,Yes
Female,1,No,No,2,Yes,DSL,Yes,No,No,No,Month-to-month,Mailed check,Yes
Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,Yes,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Male,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Mailed check,No
Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,1,Yes,No,1,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,No,No,41,Yes,DSL,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),No
Male,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Male,0,Yes,No,6,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,4,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,Yes
Male,0,No,No,12,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,No,58,Yes,DSL,Yes,No,No,Yes,One year,Electronic check,No
Female,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,Yes,No,65,Yes,DSL,Yes,Yes,No,No,Month-to-month,Mailed check,No
Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,No
Male,0,Yes,No,56,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),No
Male,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,Yes,Yes,58,Yes,DSL,No,No,No,No,One year,Mailed check,No
Male,0,Yes,No,62,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
